kraken_taxid	species_name	assembly_accession	ncbi_taxid
130834	01-FULL-44-24b sp041742135	GCA_041742135.1	2052139
130835	2-01-FULL-39-10 sp001793015	GCA_001793015.1	1802516
130836	2-01-FULL-39-21 sp001792305	GCA_001792305.1	1802495
130837	2-01-FULL-39-21 sp001792535	GCA_001792535.1	1802506
130838	2-01-FULL-44-10 sp001792465	GCA_001792465.1	1802502
130839	BS150m-G53 sp016784385	GCA_016784385.1	2093373
130840	CALEZE01 sp937928235	GCA_937928235.1	77133
130841	Ch104c sp013374855	GCA_013374855.1	2026804
130842	Ch104c sp013426185	GCA_013426185.1	2026804
130843	Ch104c sp025999275	GCA_025999275.1	2052139
130844	DAIPJT01 sp036770125	GCA_036770125.1	2052139
130845	DASVCV01 sp036381415	GCA_036381415.1	2052139
130847	DATDRP01 sp035291665	GCA_035291665.1	2052139
130848	DATEXQ01 sp035256745	GCA_035256745.1	2052139
130849	DATEXQ01 sp036846005	GCA_036846005.1	2052139
130850	DYGS01 sp020061305	GCA_020061305.1	2026804
130851	DYGS01 sp020724585	GCA_020724585.1	2883571
130852	DYGT01 sp020724555	GCA_020724555.1	2883571
130853	GCA-016432525 sp016432525	GCA_016432525.1	2026804
130854	GCA-016700095 sp016700095	GCA_016700095.1	2026804
130856	GWB1-38-13 sp000993025	GCA_000993025.1	1618547
130857	GWB1-38-13 sp000993685	GCA_000993685.1	1618550
130858	GWB1-39-10 sp000993205	GCA_000993205.1	1618572
130859	GWB1-39-10 sp016432365	GCA_016432365.1	2026804
130865	GWB1-39-12 sp000993405	GCA_000993405.1	1618574
130866	GWC1-37-12b sp000993115	GCA_000993115.1	1618571
130867	GWC1-42-9 sp000995185	GCA_000995185.1	1618584
130868	GWF1-31-35 sp001029755	GCA_001029755.1	1618600
130869	HO2-FULL-38-9 sp001793095	GCA_001793095.1	1802520
130870	JACOZU01 sp016181165	GCA_016181165.1	2026804
130871	JADFPI01 sp022562395	GCA_022562395.1	2052139
130872	JAFGPD01 sp016926185	GCA_016926185.1	2026804
130873	JAGUZK01 sp020060845	GCA_020060845.1	2026804
130874	JAHJHG01 sp018823885	GCA_018823885.1	2052139
130875	JAHKAL01 sp018826545	GCA_018826545.1	2052139
130876	JAJYIG01 sp021790215	GCA_021790215.1	1869227
130877	JAKAJP01 sp021824915	GCA_021824915.1	1869227
130878	JALHYA01 sp022868165	GCA_022868165.1	2052139
130879	JANWVB01 sp025057695	GCA_025057695.1	2052139
130880	JANWVB01 sp026416845	GCA_026416845.1	2052139
130881	JAPLZT01 sp026394855	GCA_026394855.1	2026804
130882	JAUYMM01 sp030699485	GCA_030699485.1	2026804
130883	JAUYMM01 sp038061225	GCA_038061225.1	2052139
130884	JBBTWD01 sp038062915	GCA_038062915.1	2052139
130885	JBBTWO01 sp038062745	GCA_038062745.1	2052139
130886	JBBTZE01 sp038061545	GCA_038061545.1	2052139
130887	LCIL01 sp001001045	GCA_001001045.1	1618558
130888	LCIL01 sp041480845	GCA_041480845.1	2052139
130889	RBG-13-46-13 sp001791995	GCA_001791995.1	1802479
130890	RBG-16-42-24 sp001792115	GCA_001792115.1	1802485
130891	UBA12026 sp000989765	GCA_000989765.1	1618566
130892	UBA12026 sp000990005	GCA_000990005.1	1618567
130893	UBA12026 sp035291405	GCA_035291405.1	2052139
130894	UBA1430 sp002329465	GCA_002329465.1	1953387
130895	UBA1430 sp013374835	GCA_013374835.1	2026804
130896	UBA5073 sp002415845	GCA_002415845.1	1953388
130897	UBA5941 sp002430735	GCA_002430735.1	1953389
130898	UBA5941 sp021824385	GCA_027347685.1	2026804
130899	UBA5941 sp038206135	GCA_038206135.1	2052139
130900	UBA8517 sp000997405	GCA_000997405.1	1618556
130901	UBA8517 sp003484955	GCA_003484955.1	2026804
130902	UBA8517 sp027327685	GCA_027327685.1	2026804
130903	UBA8517 sp036835125	GCA_036835125.1	2052139
130904	UBA925 sp002293705	GCA_002293705.1	1953391
130905	WO2-39-10b sp001792215	GCA_001792215.1	1802490
130906	WO2-FULL-39-10 sp001792345	GCA_001792345.1	1802497
130907	WO2-FULL-39-9 sp001793155	GCA_001793155.1	1802522
130908	JAADGY01 sp013152165	GCA_013152165.1	1869227
130909	JAJRVN01 sp024277325	GCA_024277325.1	2052139
130910	S014-63 sp015486555	GCA_015486555.1	2093373
130911	S014-63 sp027028625	GCA_027028625.1	1869227
130912	JACOXO01 sp016182365	GCA_016182365.1	2282145
130913	JACPZF01 sp016195615	GCA_016195615.1	2282145
130914	JACQHK01 sp016199065	GCA_016199065.1	2093373
130915	JAMDAL01 sp023484305	GCA_023484305.1	2052139
130916	JACQLA01 sp016204255	GCA_016204255.1	2093373
130917	JALYQM01 sp030855825	GCA_030855825.1	1869227
130918	JAMCYU01 sp023473585	GCA_023473585.1	2052139
130919	JAJYKY01 sp021788195	GCA_021788195.1	1869227
130920	JAKBJL01 sp021836035	GCA_021836035.1	1869227
130921	JAMCRP01 sp023380635	GCA_023380635.1	2052139
130922	JAMCZE01 sp023485845	GCA_023485845.1	2052139
130923	JBBTUQ01 sp038063675	GCA_038063675.1	2052139
130924	JAUYPR01 sp030695785	GCA_030695785.1	1869227
130925	JBGSIU01 sp041742375	GCA_041742375.1	2052139
130926	2-01-FULL-36-15 sp001782015	GCA_001782015.1	1798586
130927	CG2-30-37-29 sp001873215	GCA_001873215.1	1805237
130928	GWA1-39-11 sp001782235	GCA_001782235.1	1798605
130929	GWA1-39-11 sp001782675	GCA_001782675.1	1798636
130930	GWA1-39-11 sp016204525	GCA_016204525.1	2052151
130931	GWA1-39-11 sp035545675	GCA_035545675.1	2052139
130932	GWA1-39-11 sp035549295	GCA_035549295.1	2052139
130933	GWA1-39-11 sp035549315	GCA_035549315.1	2052139
130934	GWA1-39-11 sp041478035	GCA_041478035.1	2052139
130935	JAGORM01 sp018062815	GCA_018062815.1	2052151
130936	JAGORM01 sp036788695	GCA_036788695.1	2052151
130937	JAUSNA01 sp030645455	GCA_030645455.1	2052151
130938	JBCLLY01 sp039738415	GCA_039738415.1	2052151
130939	JBDHUV01 sp035445865	GCA_035445865.1	2052151
130940	JBDHUV01 sp039809365	GCA_039809365.1	2052151
130941	SURF-62 sp003599595	GCA_003599595.1	2762014
130942	JACOYD01 sp016182055	GCA_016182055.1	2093373
130943	01-FULL-36-15b sp001782035	GCA_001782035.1	1798588
130944	01-FULL-36-15b sp001782045	GCA_001782045.1	1798587
130945	2-01-FULL-37-20 sp001784115	GCA_001784115.1	1798630
130946	2-01-FULL-38-13 sp001782165	GCA_001782165.1	1798598
130947	2-01-FULL-38-21 sp001782085	GCA_001782085.1	1798589
130948	2-01-FULL-38-21 sp001782475	GCA_001782475.1	1798620
130949	2-01-FULL-38-21 sp025451755	GCA_025451755.1	2093373
130950	2-01-FULL-38-21 sp038061615	GCA_038061615.1	2052139
130951	2-01-FULL-38-26 sp001782075	GCA_001782075.1	1798591
130952	2-01-FULL-39-10-A sp001782515	GCA_001782515.1	1798622
130953	2-01-FULL-39-10-A sp016186625	GCA_016186625.1	2052151
130954	2-01-FULL-39-10-A sp018061075	GCA_018061075.1	2052151
130955	2-01-FULL-39-10-A sp038078635	GCA_038078635.1	2052139
130956	2-01-FULL-42-15 sp001784055	GCA_001784055.1	1798626
130957	2-02-FULL-37-13 sp001782195	GCA_001782195.1	1798602
130958	BPJB01 sp026004395	GCA_026004395.1	2052139
130959	CALRDJ01 sp943354875	GCA_943354875.1	1618452
130960	DAHWUP01 sp021780675	GCA_021780675.1	1869227
130961	DAHWUP01 sp021785915	GCA_021785915.1	1869227
130962	DAHWUP01 sp027334565	GCA_027334565.1	2052151
130963	DAIDHK01 sp027459725	GCA_027459725.1	2052151
130964	DAIDHK01 sp027459745	GCA_027459745.1	2052151
130965	DAIDHK01 sp035510695	GCA_035510695.1	2052139
130966	DASQJJ01 sp035457005	GCA_035457005.1	2052139
130967	DASQJJ01 sp035631115	GCA_035631115.1	2212470
130968	DASQJJ01 sp036381535	GCA_036381535.1	2052139
130969	DASRFS01 sp035260725	GCA_035260725.1	2052139
130970	DASRFS01 sp035651435	GCA_035651435.1	2052139
130971	DASTLH01 sp035715145	GCA_035715145.1	2052139
130972	DATIGJ01 sp035454765	GCA_035454765.1	2052139
130973	DATIGJ01 sp035644155	GCA_035644155.1	2072417
130974	DATIIG01 sp035479835	GCA_035479835.1	2973664
130975	DATKGX01 sp035510535	GCA_035510535.1	2052139
130976	DATKGX01 sp035510555	GCA_035510555.1	2052139
130977	DATLDE01 sp035478335	GCA_035478335.1	2973664
130978	DATLDE01 sp035526025	GCA_035526025.1	2952938
130979	DATLDE01 sp035536575	GCA_035536575.1	2006849
130980	DATLDE01 sp038254115	GCA_038254115.1	2052151
130981	GCA-002784865 sp002788395	GCA_002788395.1	1974627
130982	GCA-002784865 sp035646815	GCA_035646815.1	2052139
130983	GCA-016432345 sp016432345	GCA_016432345.1	2052151
130984	GWB1-37-8 sp001782645	GCA_001782645.1	1798634
130985	GWB1-37-8 sp001783805	GCA_001783805.1	1798595
130986	GWB1-37-8 sp016186645	GCA_016186645.1	2052151
130987	GWB1-37-8 sp016204535	GCA_016204535.1	2052151
130988	GWB1-37-8 sp903872785	GCA_903872785.1	2052151
130989	JACDET01 sp013816255	GCA_013816255.1	2052151
130990	JACDET01 sp021784535	GCA_021784535.1	1869227
130991	JACDET01 sp035479415	GCA_035479415.1	2973664
130992	JACDET01 sp035533875	GCA_035533875.1	2952895
130993	JACDET01 sp035568375	GCA_035568375.1	2771375
130994	JACDET01 sp038253825	GCA_038253825.1	2052151
130995	JACDET01 sp041691355	GCA_041691355.1	1869227
130996	JACDET01 sp041743715	GCA_041743715.1	2052139
130997	JACOXT01 sp016182235	GCA_016182235.1	2052151
130998	JACOXT01 sp038062315	GCA_038062315.1	2052139
130999	JACOXU01 sp016182185	GCA_016182185.1	2052151
131000	JACOXV01 sp016182225	GCA_016182225.1	2052151
131001	JACOXW01 sp016182205	GCA_016182205.1	2052151
131002	JACPAR01 sp016180725	GCA_016180725.1	2052151
131003	JACPDD01 sp016184205	GCA_016184205.1	2052151
131004	JACPDD01 sp040900105	GCA_040900105.1	2052151
131005	JACPDD01 sp943357985	GCA_943357985.1	1618452
131006	JACPGP01 sp016182425	GCA_016182425.1	2052151
131007	JACPGQ01 sp016188975	GCA_016188975.1	2052151
131008	JACPGQ01 sp030698775	GCA_030698775.1	1869227
131009	JACPGQ01 sp039798685	GCA_039798685.1	2762014
131010	JACPTT01 sp016192645	GCA_016192645.1	2052151
131011	JACQHJ01 sp016199085	GCA_016199085.1	2052151
131012	JACQHJ01 sp038063075	GCA_038063075.1	2052139
131013	JACQKQ01 sp016204465	GCA_016204465.1	2052151
131014	JACQKR01 sp016204425	GCA_016204425.1	2052151
131015	JACRFQ01 sp016217835	GCA_016217835.1	2052151
131016	JACRFQ01 sp038057595	GCA_038057595.1	2052139
131017	JACROF01 sp016214555	GCA_016214555.1	2052151
131018	JACROF01 sp017991775	GCA_017991775.1	2052151
131020	JACROF01 sp035549055	GCA_035549055.1	2052139
131021	JACROF01 sp038064195	GCA_038064195.1	2052139
131022	JACROF01 sp039809285	GCA_039809285.1	2052151
131023	JAGOUP01 sp018061205	GCA_018061205.1	2052151
131024	JAHFKE01 sp023245515	GCA_023245515.1	2052151
131026	JAHFKF01 sp023245475	GCA_023245475.1	2052151
131027	JAHIGH01 sp018900295	GCA_018900295.1	2052139
131028	JAJDCH01 sp029260905	GCA_029260905.1	2052151
131029	JAJDCH01 sp029260965	GCA_029260965.1	2052151
131030	JAJYDJ01 sp021777565	GCA_021777565.1	1869227
131031	JAJYWL01 sp021791545	GCA_021791545.1	1869227
131032	JAKALS01 sp021813145	GCA_021813145.1	1869227
131033	JAKALS01 sp021824155	GCA_021824155.1	1869227
131034	JAKAMH01 sp021813005	GCA_021813005.1	1869227
131035	JAMCTM01 sp021852095	GCA_021852095.1	1869227
131036	JAMCTM01 sp023473545	GCA_023473545.1	2052139
131037	JAMCYD01 sp023473785	GCA_023473785.1	2052139
131038	JAMCZC01 sp023485865	GCA_023485865.1	2052139
131039	JAMCZG01 sp023484045	GCA_023484045.1	2052139
131040	JAMCZG01 sp023485715	GCA_023485715.1	2052139
131041	JAMDEE01 sp023487605	GCA_023487605.1	2052139
131042	JANWIQ01 sp025449795	GCA_025449795.1	2053589
131043	JANWKV01 sp025451195	GCA_025451195.1	2093373
131044	JAUSEW01 sp030651475	GCA_030651475.1	2052151
131045	JAUSEW01 sp038061125	GCA_038061125.1	2052139
131046	JBBRCK01 sp038205015	GCA_038205015.1	2052151
131047	JBBTVD01 sp038063415	GCA_038063415.1	2052139
131048	JBBTVO01 sp038058335	GCA_038058335.1	2052139
131049	JBBTVO01 sp038063195	GCA_038063195.1	2052139
131050	JBBTXS01 sp038062115	GCA_038062115.1	2052139
131051	MFNH01 sp001781995	GCA_001781995.1	1798584
131052	PALSA-1332 sp003152105	GCA_003152105.1	2052151
131053	PJMG01 sp003173895	GCA_003173895.1	2052151
131054	PPGL01 sp021820025	GCA_021820025.1	1869227
131055	PPGL01 sp036392095	GCA_036392095.1	2052139
131056	PRDT01 sp003173995	GCA_003173995.1	2052151
131057	PRDT01 sp035946335	GCA_035946335.1	2052139
131058	SIBS01 sp009695045	GCA_009695045.1	2052151
131059	UBA12049 sp001784155	GCA_001784155.1	1798638
131060	DATLAM01 sp035527435	GCA_035527435.1	3045160
131061	DATKWK01 sp035529595	GCA_035529595.1	3045160
131062	JAFGMK01 sp016927565	GCA_016927565.1	2053589
131063	DATKWU01 sp035529375	GCA_035529375.1	2052139
131064	JAHIFH01 sp018900995	GCA_018900995.1	2052139
131065	JAPLYW01 sp026395335	GCA_026395335.1	2053613
131066	DATLBE01 sp035527075	GCA_035527075.1	1969813
131067	PFEM01 sp002793635	GCA_002793635.1	1974484
131068	JAHFKJ01 sp023245415	GCA_023245415.1	2282145
131069	UBA10105 sp000995415	GCA_000995415.1	1618449
131070	UBA10118 sp003524845	GCA_003524845.1	2052139
131071	01-FULL-43-11b sp001780985	GCA_001780985.1	1798392
131072	2-01-FULL-46-14-A sp001780895	GCA_001780895.1	1798380
131073	CAIJMI01 sp903821745	GCA_903821745.1	2282145
131074	CAKZSU01 sp937921305	GCA_937921305.1	2448465
131075	DATKGN01 sp035510735	GCA_035510735.1	2052139
131076	JACPFZ01 sp016182725	GCA_016182725.1	2282145
131077	JACQHE01 sp016199185	GCA_016199185.1	2282145
131080	JACREM01 sp016218215	GCA_016218215.1	2282145
131081	JACREM01 sp038064255	GCA_038064255.1	2052139
131082	JACREN01 sp016218255	GCA_016218255.1	2282145
131083	JACREN01 sp038064215	GCA_038064215.1	2052139
131084	JACREP01 sp016218185	GCA_016218185.1	2282145
131085	JAGVFE01 sp020057765	GCA_020057765.1	2026804
131086	JAHJMO01 sp018821245	GCA_018821245.1	2052139
131087	JAMCTH01 sp023379025	GCA_023379025.1	2052139
131088	JBBTUC01 sp038078675	GCA_038078675.1	2052139
131089	JBGSUE01 sp041753515	GCA_041753515.1	2052139
131090	MFJZ01 sp001781025	GCA_001781025.1	1798396
131091	RBG-16-52-11 sp001779095	GCA_001779095.1	1798374
131092	UBA10108 sp003545435	GCA_003545435.1	2052139
131093	UBA927 sp002430725	GCA_002430725.1	1953287
131094	UBA927 sp002433895	GCA_002433895.1	1953290
131095	UBA927 sp016214885	GCA_016214885.1	2282145
131096	UBA927 sp018062625	GCA_018062625.1	2026804
131097	UBA927 sp021817785	GCA_021817785.1	1869227
131098	UBA927 sp023245335	GCA_023245335.1	2282145
131099	UBA927 sp023245355	GCA_023245355.1	2282145
131100	UBA927 sp038062795	GCA_038062795.1	2052139
131101	UBA927 sp038063875	GCA_038063875.1	2052139
131102	XYB1-FULL-47-11 sp001779455	GCA_001779455.1	1798401
131103	XYB1-FULL-47-11 sp026396845	GCA_026396845.1	2282145
131104	BS750m-G30 sp016783425	GCA_016783425.1	2053613
131105	JAGGVZ01 sp021157735	GCA_021157735.1	1869227
131106	JAHJSD01 sp018830585	GCA_018830585.1	2052139
131107	JALUUX01 sp027021145	GCA_027021145.1	2053613
131108	JAUWLS01 sp030613565	GCA_030613565.1	2053613
131109	JAUWLS01 sp030667285	GCA_030667285.1	2053613
131110	B61-G2 sp003647605	GCA_003647605.1	2053613
131111	DAOTMI01 sp035450165	GCA_035450165.1	2026804
131112	JAGORQ01 sp018062705	GCA_018062705.1	2053613
131113	JAHIEZ01 sp018901355	GCA_018901355.1	2052139
131114	JAHIPV01 sp018902845	GCA_018902845.1	2052139
131115	JAKQJL01 sp029561175	GCA_029561175.1	1869227
131116	JAMCSD01 sp021817905	GCA_021817905.1	1869227
131117	JAMCSD01 sp023380755	GCA_023380755.1	2052139
131118	JAPLYY01 sp026395315	GCA_026395315.1	2053613
131119	JAUYJS01 sp030698565	GCA_030698565.1	2053613
131120	JBAYFX01 sp041665485	GCA_041665485.1	2053613
131121	JBAYFX01 sp041666965	GCA_041666965.1	2053613
131122	JBAZYN01 sp041659325	GCA_041659325.1	2053613
131123	JBBAAS01 sp041658125	GCA_041658125.1	2053613
131124	SZUA-533 sp003250375	GCA_003250375.1	2053613
131125	UBA12158 sp000989305	GCA_000989305.1	1618492
131126	UBA12158 sp001873665	GCA_001873665.1	1805376
131127	UBA12158 sp002304845	GCA_002304845.1	1953381
131128	UBA12158 sp002402535	GCA_002402535.1	1953385
131129	UBA12158 sp002780135	GCA_002780135.1	1974881
131130	UBA12158 sp009885205	GCA_009885205.1	2053613
131131	UBA12158 sp017992115	GCA_017992115.1	2053613
131132	UBA12158 sp018818185	GCA_018818185.1	2052139
131133	UBA12158 sp020056515	GCA_020056515.1	2053613
131134	UBA12158 sp022837635	GCA_022837635.1	2053613
131135	UBA12158 sp023245435	GCA_023245435.1	2053613
131136	UBA12158 sp028700345	GCA_028700345.1	2053613
131137	UBA12158 sp035562735	GCA_035562735.1	2032688
131138	UBA12158 sp038062455	GCA_038062455.1	2052139
131139	UBA12158 sp041649835	GCA_041649835.1	2053613
131140	UBA12158 sp041660365	GCA_041660365.1	2053613
131141	UBA12158 sp041674845	GCA_041674845.1	2053613
131142	UBA12405 sp003542615	GCA_003542615.1	2053613
131143	UBA1372 sp002306295	GCA_002306295.1	1948770
131144	UBA1435 sp002329385	GCA_002329385.1	1953382
131145	UBA1435 sp041663285	GCA_041663285.1	2053613
131146	UBA2283 sp002345725	GCA_002345725.1	1953383
131147	UBA2283 sp016188545	GCA_016188545.1	2053613
131148	UBA2283 sp041658955	GCA_041658955.1	2053613
131149	UBA2283 sp903825325	GCA_903825325.1	2053613
131150	UBA5615 sp002382075	GCA_002382075.1	1953384
131151	WARW01 sp013387215	GCA_013387215.1	2052139
131152	WARW01 sp017991615	GCA_017991615.1	2053613
131153	WARW01 sp018500045	GCA_018500045.2	2053613
131154	WARW01 sp019248165	GCA_019248165.1	2774115
131155	WARW01 sp023396915	GCA_023396915.1	2762014
131156	WARW01 sp023443725	GCA_023443725.1	2762014
131157	WARW01 sp028700625	GCA_028700625.1	2053613
131158	WARW01 sp028701645	GCA_028701645.1	2053613
131159	WARW01 sp028704635	GCA_028704635.1	2053613
131160	WARW01 sp028704885	GCA_028704885.1	2053613
131161	WARW01 sp028709405	GCA_028709405.1	2053613
131162	WARW01 sp035350835	GCA_035350835.1	2026804
131163	WARW01 sp035402805	GCA_035402805.1	2026804
131164	WARW01 sp037142555	GCA_037142555.1	2053613
131165	WARW01 sp041655655	GCA_964408055.1	86473
131166	WARW01 sp041661765	GCA_041661765.1	2053613
131167	WARW01 sp041663805	GCA_041663805.1	2053613
131168	S016-97 sp015485895	GCA_015485895.1	2093373
131169	S016-97 sp027007615	GCA_027007615.1	2053613
131170	S016-97 sp027039485	GCA_027039485.1	2053613
131171	UBA6130 sp002428285	GCA_002428285.1	1948844
131172	2-01-FULL-45-11 sp001803465	GCA_001803465.1	1817749
131173	CAXBYZ01 sp034718535	GCA_034718535.1	2052139
131174	CAXBYZ01 sp963980215	GCA_963980215.1	77133
131175	CG1-02-47-37 sp002772455	GCA_002772455.1	1974498
131176	CG1-02-47-37 sp030699295	GCA_030699295.1	2053519
131177	DATEUG01 sp035283225	GCA_035283225.1	2052139
131178	GWC1-49-16 sp001029675	GCA_001029675.1	1618372
131179	JAPLVF01 sp026397255	GCA_026397255.1	2053519
131180	JBBTRT01 sp038065055	GCA_038065055.1	2052139
131181	Chazhemtobacterium aquaticus	GCF_009936135.1	2715735
131182	2-01-FULL-49-14 sp001816915	GCA_001816915.1	1797593
131183	2-01-FULL-50-28 sp001816585	GCA_001816585.1	1797591
131184	JADFLW01 sp022564195	GCA_022564195.1	2052139
131185	JACOWY01 sp016176555	GCA_016176555.1	2750073
131186	JACPES01 sp016183365	GCA_016183365.1	2053540
131187	JACPES01 sp016219325	GCA_016219325.1	2053540
131188	JAHJAY01 sp018813815	GCA_018813815.1	2052139
131189	2-01-FULL-50-23 sp001774555	GCA_001774555.1	1817724
131190	2-01-FULL-50-23 sp035291985	GCA_035291985.1	2052139
131191	2-01-FULL-50-23 sp038062695	GCA_038062695.1	2052139
131192	CAIQPO01 sp903873735	GCA_903873735.1	2053540
131194	JAHITH01 sp018817845	GCA_018817845.1	2052139
131195	JAHITH01 sp018819325	GCA_018819325.1	2052139
131196	JAHITH01 sp963980225	GCA_963980225.1	77133
131197	MFAQ01 sp001776275	GCA_001776275.1	1817731
131198	UBA10133 sp000998025	GCA_000998025.1	1618384
131199	UBA10133 sp001000865	GCA_001000865.1	1618392
131200	UBA10133 sp001001485	GCA_001001485.1	1618388
131201	UBA10133 sp001774685	GCA_001774685.1	1817733
131202	UBA10133 sp002789895	GCA_002789895.1	1974532
131203	UBA10133 sp003531665	GCA_003531665.1	2053540
131204	UBA10133 sp020052895	GCA_020052895.1	2026804
131205	UBA10133 sp023245265	GCA_023245265.1	2053540
131206	UBA10133 sp943355005	GCA_943355005.1	2052139
131207	UBA2277 sp000998275	GCA_000998275.1	1618378
131208	UBA2277 sp002347045	GCA_002347045.1	1953274
131209	UBA2277 sp035389185	GCA_035389185.1	2026804
131210	UBA2277 sp035477615	GCA_035477615.1	2053615
131211	UBA2277 sp903884375	GCA_903884375.1	2053540
131212	UBA2277 sp903886255	GCA_903886255.1	2053540
131213	1-14-0-10-56-10 sp002772645	GCA_002772645.1	1974772
131214	BOKX01 sp016861205	GCA_016861205.1	2052139
131215	CAUUGB01 sp963544615	GCA_963544615.1	77133
131216	CG1-02-43-31 sp002788675	GCA_002788675.1	1974764
131217	CG1-02-43-31 sp020632255	GCA_020632255.1	1891229
131218	CG1-02-43-31 sp905478415	GCA_905478415.1	2448465
131219	CG2-30-36-39 sp001873435	GCA_001873435.1	1805300
131220	CG2-30-36-39 sp018657765	GCA_018657765.1	2053589
131221	DAOLOF01 sp035416965	GCA_035416965.1	2026804
131222	DAOOPX01 sp035388465	GCA_035388465.1	2026804
131223	DAOQVB01 sp035341315	GCA_035341315.1	2026804
131224	DASPLQ01 sp035627515	GCA_035627515.1	3069702
131225	DASVCZ01 sp036381335	GCA_036381335.1	2052139
131226	JAAZKO01 sp012515515	GCA_012515515.1	2053589
131227	JAAZKO01 sp012799795	GCA_012799795.1	2053589
131228	JAAZKO01 sp017992725	GCA_017992725.1	2026804
131229	JABBGTR01 sp018646985	GCA_018646985.1	2053589
131230	JABBGTR01 sp018813375	GCA_018813375.1	2052139
131231	JABBGTR01 sp018830045	GCA_018830045.1	2052139
131232	JACKFY01 sp020632235	GCA_020632235.1	1891229
131233	JAHDXH01 sp023382875	GCA_023382875.1	2052139
131234	JAHDXH01 sp029881675	GCA_029881675.1	2053589
131235	JAHIVK01 sp018816385	GCA_018816385.1	2052139
131236	JALYRS01 sp030855135	GCA_030855135.1	1869227
131237	JAUNST01 sp030539095	GCA_030539095.1	1869227
131238	JAYEJP01 sp034660615	GCA_034660615.1	2052139
131239	JBBDKV01 sp040879165	GCA_040879165.1	2052139
131240	JBDLIL01 sp039714855	GCA_039714855.1	2052139
131241	JBDTME01 sp039934415	GCA_039934415.1	2052139
131242	JBGTEY01 sp041747555	GCA_041747555.1	2052139
131243	OMIS01 sp900299155	GCA_900299155.1	1869227
131244	PJMF01 sp003173865	GCA_003173865.1	2053589
131245	RGIG2560 sp017431585	GCA_017431585.1	1869227
